ID,Address,Rooms,Type,Price,Date,Bathroom,Car,Landsize,Age,Lattitude,Longtitude
ID299532761,26 Innellan Rd,3,h,1220000.0,28/05/2016,1.0,2.0,735.0,59.0,-37.8943,145.0689
ID963355830,7/37 Blyth St,2,h,730000.0,3/06/2017,1.0,1.0,134.0,49.0,-37.76569,144.9656
ID234382167,224 Ballarat Rd,2,h,690500.0,19/11/2016,1.0,1.0,212.0,119.0,-37.7903,144.8879
ID168149733,398 Wattletree Rd,3,h,1750000.0,22/08/2016,1.0,2.0,562.0,21.0,-37.8657,145.0536
ID875490736,3 Rogers Rd,3,h,1286000.0,20/05/2017,1.0,2.0,614.0,7.0,-37.9317,145.0427
ID216729291,75 Victor Rd,3,t,825000.0,17/09/2016,1.0,1.0,642.0,9.0,-37.9269,145.0787
ID261702482,309 Springvale Rd,3,h,800000.0,24/06/2017,1.0,2.0,617.0,59.0,-37.8318,145.17368000000005
ID522980841,5 Evans Ct,3,h,586000.0,29/07/2017,1.0,1.0,677.0,39.0,-37.69265,144.92653
ID451518448,6 Berry St,2,h,900000.0,10/12/2016,1.0,0.0,95.0,119.0,-37.8193,144.9976
ID728699276,60 Highland Av,3,h,1382000.0,23/09/2017,2.0,2.0,847.0,79.0,-37.90638,145.11733
ID263094116,2/11 Winfield Rd,2,t,860000.0,10/12/2016,2.0,2.0,204.0,27.0,-37.8008,145.10399999999996
ID171333181,32 Collingwood Rd,3,h,1000000.0,8/07/2017,1.0,2.0,366.0,104.0,-37.84346,144.88947
ID310151879,10 Murphy St,4,h,965000.0,15/10/2016,1.0,4.0,851.0,59.0,-37.8345,144.8444
ID719606630,2/36 Alpine Gr,3,t,600000.0,27/11/2016,2.0,1.0,122.0,21.0,-37.7231,144.9373
ID974922708,8 Ipswich St,3,h,645000.0,3/09/2017,1.0,0.0,539.0,59.0,-37.74845,144.8144
ID513659888,30 Ashton St,3,h,731000.0,3/12/2016,1.0,2.0,779.0,69.0,-37.7292,145.0214
ID311553143,16 Flowerdale Rd,5,h,2000000.0,14/05/2016,3.0,1.0,696.0,99.0,-37.8563,145.0709
ID787508267,115 Cheddar Rd,2,h,836000.0,15/10/2016,1.0,1.0,931.0,49.0,-37.7033,145.0169
ID727052804,6 Parkside Av,2,h,1820000.0,3/09/2017,1.0,2.0,701.0,79.0,-37.82756,145.11897
ID801671635,43 Christmas St,2,h,1286000.0,3/09/2016,1.0,1.0,245.0,129.0,-37.7662,145.0096
ID807699133,13 Mills St,2,t,1285000.0,24/06/2017,1.0,1.0,348.0,27.0,-37.93557,145.00463
ID661090578,7/72 Grosvenor St,2,u,410000.0,3/12/2016,1.0,2.0,0.0,54.0,-37.8731,144.9958
ID517343778,10/32 Manningtree Rd,2,u,805000.0,22/08/2016,1.0,1.0,0.0,49.0,-37.8235,145.0294
ID461436852,217 Murrumbeena Rd,4,h,1540000.0,27/05/2017,2.0,2.0,589.0,99.0,-37.90017,145.06435
ID637037504,4 webster St,4,h,1455000.0,19/11/2016,2.0,3.0,571.0,99.0,-37.809,144.8865
ID330986126,2/35 Kingsville St,1,u,200000.0,30/07/2016,1.0,1.0,0.0,59.0,-37.8089,144.8788
ID413381027,3 Camden Rd,2,h,2920000.0,10/12/2016,1.0,3.0,791.0,91.0,-37.8251,145.0385
ID759235675,28 Newry St,3,h,1280000.0,27/05/2017,1.0,1.0,185.0,69.0,-37.82488,145.00642
ID393621177,87 Nicholson St,4,h,1085000.0,19/08/2017,2.0,1.0,430.0,99.0,-37.7505,144.97648999999996
ID145242197,44 Roseleigh Bvd,3,h,620000.0,22/07/2017,2.0,2.0,360.0,19.0,-37.70686,144.76989
ID309616707,2/585 Burwood Hwy,3,u,750000.0,3/06/2017,2.0,1.0,302.0,3.0,-37.85732,145.19195
ID902476559,14 Duncan Ct,4,h,675000.0,8/07/2017,2.0,4.0,744.0,49.0,-37.6815,144.87892
ID751940179,88 Victoria St,3,h,875000.0,18/03/2017,1.0,0.0,262.0,39.0,-37.8022,144.8924
ID487394277,56 Brandon St,3,h,1820000.0,12/11/2016,1.0,3.0,650.0,89.0,-37.8571,145.0766
ID121956688,20 Scotia St,2,h,800000.0,27/06/2016,2.0,1.0,55.0,8.0,-37.8014,144.9488
ID276652708,56 Hall St,2,h,890000.0,8/04/2017,1.0,0.0,165.0,79.0,-37.8415,144.884
ID386226169,4 Montrose St,4,h,876000.0,4/02/2016,2.0,1.0,535.0,24.0,-37.9384,145.0878
ID206188673,9 Montgomery St,4,h,2820000.0,27/11/2016,4.0,4.0,509.0,59.0,-37.9172,145.0214
ID593855166,405/2 Rouse St,1,u,600000.0,25/02/2017,1.0,1.0,6866.0,9.0,-37.8443,144.9437
ID149055243,7/110 Miller St,1,u,330000.0,6/05/2017,1.0,1.0,0.0,49.0,-37.777,144.9836
ID945488011,12/66 Riddell Pde,2,u,626000.0,17/09/2016,1.0,1.0,1764.0,89.0,-37.8889,145.0043
ID406983547,2 Glover Ct,4,h,716000.0,24/06/2017,2.0,2.0,684.0,74.0,-37.69274,144.76971
ID258761956,8 Ferrars Pl,4,h,4100000.0,27/05/2017,2.0,1.0,403.0,119.0,-37.83737,144.95799
ID825997647,23 Leonard St,3,h,1275000.0,24/06/2017,1.0,0.0,245.0,39.0,-37.78167,145.01316
ID638555880,3/25 Thomas St,2,u,692500.0,3/09/2017,1.0,1.0,145.0,49.0,-37.84197,145.09374
ID729241643,88 Boronia Rd,3,h,988000.0,22/07/2017,1.0,1.0,653.0,49.0,-37.84034000000001,145.2022
ID901347979,2/1 Barbara St,2,u,605000.0,19/11/2016,1.0,2.0,180.0,39.0,-37.9363,145.0564
ID865366204,21 Ralston St,3,h,906000.0,22/05/2016,1.0,0.0,154.0,99.0,-37.8395,144.9868
ID223576313,3/44 Walsh St,3,u,2400000.0,3/06/2017,2.0,1.0,0.0,79.0,-37.8369,144.98514
ID520306070,39 Galloway St,3,h,632000.0,3/09/2017,1.0,2.0,544.0,24.0,-37.95135,145.19806
ID369212568,345 Waterdale Rd,3,h,1110000.0,6/05/2017,1.0,2.0,730.0,49.0,-37.754,145.0453
ID713855674,30 Don Av,3,h,536500.0,15/07/2017,2.0,4.0,578.0,47.0,-37.873259999999995,144.69103
ID421394552,126 Mills St,2,h,1535000.0,1/07/2017,1.0,0.0,171.0,119.0,-37.8481,144.9566
ID745812426,9 Verdun St,3,h,905000.0,30/07/2016,1.0,1.0,686.0,49.0,-37.782,144.8828
ID188832061,221/253 Bridge Rd,2,u,419000.0,22/07/2017,1.0,1.0,3512.0,8.0,-37.81828,144.99788999999996
ID889231487,4/199 Punt Rd,1,u,360000.0,27/11/2016,1.0,1.0,1332.0,119.0,-37.8181,144.9901
ID762361710,12 Chambers Rd,3,h,830000.0,22/07/2017,2.0,2.0,529.0,54.0,-37.84107,144.84179
ID657268672,78 Raheen Av,3,h,1070000.0,16/09/2017,2.0,2.0,673.0,41.0,-37.86345,145.22871
ID846166214,5 Barce Pl,4,h,715000.0,19/11/2016,2.0,2.0,521.0,29.0,-37.738,145.0374
ID878668800,2/10 Swan St,3,t,714000.0,10/12/2016,2.0,2.0,164.0,11.0,-37.7948,144.8868
ID521455798,8 Corroboree Pl,3,h,1200000.0,6/08/2016,1.0,2.0,730.0,59.0,-37.76,145.1054
ID436003842,2 Patterson St,3,h,1850000.0,3/06/2017,2.0,1.0,321.0,104.0,-37.85411,144.96409
ID385491577,49 Bellett St,4,h,2513000.0,13/05/2017,2.0,3.0,696.0,109.0,-37.8355,145.0665
ID755909515,4 Burgess St,3,h,1405000.0,27/11/2016,1.0,2.0,212.0,19.0,-37.8302,144.9993
ID227813625,1/24 Bordeaux St,2,h,522500.0,24/09/2016,1.0,1.0,220.0,24.0,-37.756,144.8641
ID276060992,42 Studley Ct,4,h,1460000.0,18/06/2016,2.0,2.0,840.0,49.0,-37.78,145.1145
ID205386358,4 Meaney St,2,h,906000.0,3/12/2016,1.0,1.0,221.0,99.0,-37.8829,145.0129
ID479643821,2/13 Westbrook St,2,u,862000.0,1/07/2017,1.0,1.0,1011.0,49.0,-37.7972,145.05225
ID146617541,65 Glenair St,3,h,1101000.0,4/06/2016,2.0,2.0,643.0,54.0,-37.7602,145.1166
ID754126718,2/28 Walsh St,3,t,1715000.0,28/08/2016,2.0,2.0,0.0,49.0,-37.8374,144.9852
ID359334550,8 Trende St,3,h,678000.0,3/06/2017,1.0,2.0,624.0,49.0,-37.97806,145.20432
ID884677559,436 Lygon St,4,h,1260000.0,18/06/2016,1.0,2.0,151.0,129.0,-37.7965,144.9679
ID159055689,103 Arthur St,3,h,1492000.0,3/09/2017,2.0,1.0,292.0,89.0,-37.777879999999996,145.01963999999995
ID597826207,31 Westbank Tce,3,h,1346000.0,14/05/2016,1.0,1.0,207.0,8.0,-37.8215,145.0132
ID592693184,18A New St,2,h,1460000.0,19/08/2017,1.0,1.0,181.0,89.0,-37.8542,145.01506
ID227520717,8 Tourello St,3,h,960000.0,24/06/2017,1.0,0.0,781.0,34.0,-37.8105,145.20106
ID285743407,4 The Glade,3,h,960000.0,3/09/2016,2.0,2.0,656.0,29.0,-37.7322,145.0995
ID873034324,127 Gipps St,4,h,4275000.0,20/05/2017,2.0,2.0,326.0,49.0,-37.8133,144.9865
ID407983755,1A Kawarren St,3,h,1360000.0,12/08/2017,2.0,2.0,424.0,64.0,-37.78617,145.09202
ID899335434,16 Menzies St,2,h,760000.0,8/04/2017,1.0,1.0,604.0,69.0,-37.782,144.8528
ID239012071,42 Bryden Dr,4,h,850000.0,15/07/2017,2.0,1.0,738.0,34.0,-37.89863,145.26708
ID221726482,5/11 Albion St,2,u,497500.0,28/08/2016,0.0,0.0,0.0,91.0,-37.8739,144.9929
ID292141298,6 Middlesex St,3,h,808000.0,10/12/2016,1.0,2.0,692.0,59.0,-37.771,144.8428
ID271879972,5 Lorenz St,3,h,625000.0,22/08/2016,1.0,1.0,459.0,64.0,-37.7813,144.8394
ID440357372,2/36 Clarke St,1,u,482500.0,8/10/2016,1.0,1.0,443.0,49.0,-37.8493,145.0006
ID517812073,36/3 Seisman Pl,2,u,1340000.0,3/12/2016,2.0,2.0,21700.0,19.0,-37.8424,144.9449
ID239919527,3/23 Christine St,2,u,556000.0,3/12/2016,1.0,1.0,195.0,24.0,-37.7405,145.0876
ID447819237,3 McArthurs Rd,5,h,597000.0,19/08/2017,3.0,2.0,582.0,19.0,-37.62292,145.09507
ID814226762,1/18 Duffy St,2,u,376000.0,16/04/2016,1.0,1.0,104.0,49.0,-37.7104,145.0076
ID409630133,17 McCormack Cr,4,h,723000.0,16/09/2017,2.0,2.0,872.0,26.0,-37.872170000000004,144.68746000000004
ID437091564,37 Huntley St,3,h,790000.0,8/07/2017,1.0,2.0,527.0,22.0,-37.70039000000001,145.08957
ID216729291,75 Victor Rd,3,t,825000.0,17/09/2016,1.0,1.0,642.0,9.0,-37.9269,145.0787
ID831548745,54 Linacre Rd,4,h,2000000.0,10/09/2016,3.0,4.0,615.0,94.0,-37.9429,145.0072
ID208708773,192 Wood St,4,h,870000.0,27/11/2016,1.0,2.0,400.0,129.0,-37.7346,145.0164
ID517812073,36/3 Seisman Pl,2,u,1340000.0,3/12/2016,2.0,2.0,21700.0,19.0,-37.8424,144.9449
ID800114660,58 Champion St,4,h,2640000.0,26/07/2016,2.0,2.0,848.0,44.0,-37.9234,145.0042
ID463385272,1 Flinders St,3,h,821000.0,26/08/2017,1.0,2.0,581.0,44.0,-37.72282,144.85681
ID732385024,49 Albion St,3,h,1134000.0,17/09/2016,1.0,1.0,551.0,69.0,-37.7571,144.9335
ID866908408,15/2 Redan St,1,u,517500.0,1/07/2017,1.0,0.0,980.0,99.0,-37.85954,144.98869
ID901240672,6 Parklea Ct,3,h,556500.0,3/06/2017,1.0,2.0,526.0,34.0,-37.67561,145.05641
ID573028755,46A Collins St,3,t,460000.0,17/06/2017,1.0,1.0,160.0,19.0,-37.73915,144.80289
ID393971117,5/6 Ulupna Rd,2,u,640000.0,27/05/2017,1.0,1.0,0.0,99.0,-37.90323,145.04286000000005
ID329194058,270 West St,2,h,675000.0,8/07/2017,2.0,1.0,248.0,8.0,-37.69705,144.94218999999995
ID956684399,4/1 Nangnak La,2,t,660000.0,14/05/2016,2.0,1.0,146.0,89.0,-37.8157,145.1101
ID418060283,533 Sayers Rd,4,h,1305000.0,3/06/2017,2.0,0.0,4606.0,22.0,-37.849309999999996,144.6942
ID582289799,15 Wallace St,4,h,1000000.0,24/09/2016,1.0,1.0,589.0,84.0,-37.7628,144.9459
ID673150586,57 Blazey Rd,3,h,800000.0,27/05/2017,1.0,2.0,865.0,69.0,-37.81263,145.27588
ID409088954,268 Wright St,4,h,601000.0,11/03/2017,1.0,4.0,520.0,22.0,-37.7942,144.8112
ID975831451,27 Busch St,4,h,990000.0,19/08/2017,2.0,2.0,501.0,59.0,-37.79591,144.87595
ID505255216,18 Albert Pl,3,t,802000.0,15/07/2017,2.0,2.0,251.0,21.0,-37.98146,145.11715
ID211327855,1/17 Tennyson St,2,u,700000.0,8/10/2016,1.0,1.0,0.0,67.0,-37.9225,144.9891
ID459800624,12/25 Byron St,1,u,410000.0,7/11/2016,1.0,1.0,1045.0,8.0,-37.802,144.9516
ID429104371,9 Esther St,3,h,1053000.0,24/09/2016,1.0,1.0,726.0,59.0,-37.7656,145.1017
ID590368099,164 Gower St,4,h,900000.0,3/09/2016,2.0,1.0,530.0,79.0,-37.7416,145.016
ID829972305,2/51 Cary St,2,u,429000.0,8/07/2017,1.0,1.0,150.0,69.0,-37.76941,144.82385
ID214526842,19 Clarendon St,3,h,730000.0,25/02/2017,2.0,2.0,705.0,26.0,-37.766,144.8596
ID674036138,25 Carlyle St,3,h,676500.0,8/10/2016,2.0,1.0,250.0,59.0,-37.7905,144.8762
ID331373124,42 Denys St,3,h,712000.0,3/06/2017,1.0,2.0,603.0,59.0,-37.70037,144.97007
ID185799000,136 Kilby Rd,3,h,1402000.0,22/04/2017,2.0,2.0,422.0,69.0,-37.7927,145.056
ID646909846,97 Murray Rd,3,h,550000.0,14/05/2016,1.0,1.0,405.0,69.0,-37.7396,145.0175
ID640878686,27 Nungerner St,4,h,2130000.0,7/05/2016,2.0,2.0,664.0,49.0,-37.8055,145.0699
ID608433812,79 Darebin Bvd,3,h,622500.0,17/09/2016,1.0,1.0,456.0,59.0,-37.7038,145.0281
ID809803189,15 Bayview Tce,2,h,1150000.0,18/03/2017,1.0,1.0,387.0,80.0,-37.7734,144.9191
ID452512911,6 Kittyhawk St,4,h,773000.0,17/09/2016,3.0,4.0,531.0,39.0,-37.7263,144.8679
ID324499481,22A Cobden St,2,h,930000.0,11/02/2017,1.0,0.0,115.0,119.0,-37.8345,144.9685
ID476435430,210/10 Hillingdon Pl,2,u,510000.0,23/04/2016,1.0,1.0,0.0,20.0,-37.8513,144.9943
ID945396520,2 Buckingham St,3,h,747000.0,16/07/2016,1.0,1.0,246.0,79.0,-37.8012,144.8924
ID196906675,39 Dudley St,2,h,900000.0,10/12/2016,1.0,0.0,210.0,119.0,-37.7969,144.88299999999995
ID809506160,1C Kardinia Rd,4,h,1770000.0,3/09/2017,3.0,2.0,276.0,119.0,-37.8616,145.06801000000004
ID482917557,23/350 Toorak Rd,3,u,1235000.0,1/07/2017,2.0,1.0,0.0,19.0,-37.84024,145.00038999999995
ID970790905,4 Erica St,2,h,1350000.0,27/11/2016,1.0,2.0,181.0,49.0,-37.8549,145.0006
ID643324118,6 Forsyth Ct,4,h,655000.0,12/08/2017,2.0,2.0,638.0,4.0,-38.01706,145.29076
ID657259696,7 McLachlan St,3,h,2315000.0,18/03/2017,1.0,2.0,899.0,59.0,-37.7822,144.9935
ID737249134,70 McCrae Rd,3,h,780000.0,11/02/2017,1.0,2.0,627.0,49.0,-37.7367,145.0797
ID919628085,1/80 Delaware St,2,t,615000.0,20/05/2017,1.0,1.0,202.0,12.0,-37.7199,145.0091
ID404516026,20 Hope Pl,3,h,640000.0,8/07/2017,2.0,2.0,531.0,29.0,-37.87899,144.75625
ID125425316,3/14 Moffatt Cr,2,u,315000.0,26/08/2017,1.0,1.0,150.0,34.0,-37.87715,144.69863
ID520267259,1/125 Riversdale Rd,2,u,697000.0,27/05/2017,1.0,1.0,0.0,17.0,-37.82887,145.03676000000004
ID703829706,111 Hanson Rd,4,h,600000.0,23/09/2017,2.0,2.0,630.0,16.0,-37.58905,144.93658
ID579871314,10 Helvetia Ct,3,h,690000.0,19/08/2017,2.0,2.0,595.0,48.0,-38.16135,145.13374
ID227887354,4 Lord St,3,h,585000.0,6/08/2016,1.0,1.0,605.0,59.0,-37.6985,144.9615
ID606565508,8 Darwin Rd,3,h,775000.0,8/07/2017,1.0,2.0,720.0,49.0,-37.861259999999994,145.25808
ID135875589,67 Charles St,2,h,1100000.0,20/05/2017,1.0,1.0,189.0,49.0,-37.7767,144.9924
ID548686518,9 Rosebud Pde,4,h,1080000.0,4/03/2017,1.0,2.0,676.0,49.0,-37.7389,145.0861
ID649829661,43 Bloomfield Rd,4,h,1430000.0,22/05/2016,2.0,0.0,418.0,119.0,-37.7766,144.9187
ID206423147,71A Price St,3,t,935000.0,27/11/2016,2.0,2.0,247.0,49.0,-37.7462,144.8949
ID719753615,10/270 Williams Rd,1,u,350000.0,22/07/2017,1.0,1.0,0.0,49.0,-37.841570000000004,145.00468999999995
ID132954111,21 Ardyne St,4,h,1610000.0,15/10/2016,2.0,2.0,660.0,99.0,-37.8932,145.0681
ID547332161,71 Church St,4,h,1125000.0,26/08/2017,2.0,4.0,556.0,41.0,-37.720259999999996,144.83143
ID463511236,328 Milleara Rd,4,h,605000.0,27/11/2016,1.0,0.0,569.0,24.0,-37.7563,144.8601
ID964095619,4/47 Middle Rd,2,u,420000.0,25/02/2017,1.0,1.0,0.0,49.0,-37.7678,144.8899
ID879599046,47 Warburton Rd,3,h,1680000.0,17/09/2016,2.0,1.0,325.0,109.0,-37.826,145.0729
ID455947752,2/13 Radio St,2,t,600000.0,28/08/2016,2.0,1.0,145.0,7.0,-37.7801,144.869
ID695068451,11 Warncliffe Rd,3,h,2150000.0,7/05/2016,2.0,2.0,1232.0,59.0,-37.7767,145.0592
ID717455233,2/6 Carling Ct,3,u,440500.0,15/07/2017,1.0,1.0,205.0,29.0,-37.88995,144.78505
ID378491006,149 Augustine Tce,3,h,447500.0,15/10/2016,1.0,1.0,320.0,19.0,-37.6949,144.9122
ID525675133,173 MacPherson St,2,h,1301000.0,10/12/2016,1.0,0.0,133.0,10.0,-37.786,144.9704
ID744397106,116 Leicester St,2,h,800000.0,27/06/2016,2.0,1.0,64.0,24.0,-37.7956,144.9804
ID850196199,39 Flinders St,3,h,700000.0,8/07/2017,1.0,1.0,590.0,49.0,-37.7219,144.85238999999999
ID151796245,11/140 Riversdale Rd,1,u,292000.0,7/11/2016,1.0,0.0,0.0,53.0,-37.8294,145.0382
ID708774716,30 Chauvel St,3,h,750000.0,17/09/2016,2.0,1.0,337.0,9.0,-37.9115,145.0844
ID231565141,5 Aspera Pl,4,h,670000.0,8/07/2017,2.0,2.0,612.0,129.0,-38.07898,145.3165
ID488079633,2/8 Thomas St,2,h,880000.0,10/12/2016,1.0,2.0,163.0,39.0,-37.8359,144.9358
ID597826207,31 Westbank Tce,3,h,1346000.0,14/05/2016,1.0,1.0,207.0,8.0,-37.8215,145.0132
ID647472645,4/20 Mercer Rd,2,h,1780000.0,10/12/2016,2.0,2.0,0.0,44.0,-37.8537,145.0267
ID342390969,21 Compton St,4,h,2950000.0,10/12/2016,2.0,3.0,812.0,92.0,-37.8323,145.0842
ID605318773,25 Coppin La,4,h,870000.0,12/08/2017,2.0,2.0,463.0,7.0,-37.73531,144.74335
ID122534057,674 Victoria St,2,h,1266000.0,19/11/2016,1.0,0.0,161.0,59.0,-37.8043,144.9437
ID927403846,3/83 Mitchell St,3,t,895000.0,1/07/2017,2.0,2.0,262.0,15.0,-37.78284,144.88098
ID971272681,1/4 Southey Ct,2,u,670000.0,3/09/2017,1.0,0.0,643.0,69.0,-37.87571,144.98702
ID745057514,274 Station St,6,h,931000.0,9/09/2017,3.0,3.0,646.0,54.0,-37.67522,145.01554
ID692234480,8 Campbell St,3,h,1528500.0,4/03/2017,1.0,1.0,375.0,89.0,-37.8015,145.0505
ID931119268,127 Deakin St,2,h,1280000.0,12/08/2017,1.0,1.0,512.0,89.0,-37.741209999999995,144.89273
ID922920241,61 Evans St,2,h,1105000.0,11/02/2017,1.0,1.0,147.0,129.0,-37.7702,144.9692
ID941912333,10 Boronia St,4,h,1698888.0,22/08/2016,2.0,2.0,598.0,13.0,-37.9138,145.0774
ID701504620,14 Hollsmoor Rd,3,h,2155000.0,24/09/2016,1.0,1.0,891.0,99.0,-37.8408,145.0905
ID977642374,13 Gowanbrae Dr,4,h,970000.0,29/04/2017,2.0,3.0,737.0,9.0,-37.7088,144.8938
ID295262279,4/34 Rochester Rd,2,u,722000.0,12/11/2016,1.0,1.0,0.0,54.0,-37.8205,145.0828
ID666324182,154 Abbott St,4,h,850000.0,8/07/2017,3.0,2.0,709.0,2.0,-37.95095,145.02096
ID313270292,3/20 Orange Gr,2,u,416000.0,18/06/2016,1.0,1.0,0.0,59.0,-37.8678,144.9966
ID671725053,7a Woorigoleen Rd,3,t,2650000.0,10/09/2016,3.0,2.0,0.0,19.0,-37.8428,145.0171
ID350187564,100 Faraday St,2,h,1010000.0,18/03/2017,1.0,0.0,101.0,139.0,-37.7989,144.9713
ID295631132,604/353 Napier St,2,u,830000.0,8/07/2017,2.0,1.0,4421.0,8.0,-37.79721,144.98073
ID446680465,3/18 Balmoral St,2,u,440000.0,6/05/2017,1.0,1.0,921.0,54.0,-37.749,144.9067
ID389888993,3/37 Atkins St,2,t,672000.0,17/09/2016,1.0,1.0,0.0,39.0,-37.8094,145.0446
ID283506725,1 Ashdown Ct,3,h,671000.0,26/08/2017,1.0,2.0,418.0,89.0,-37.66349,145.03391000000005
ID867859870,5 Gretel Pl,3,h,690000.0,24/06/2017,2.0,2.0,703.0,39.0,-38.03062,145.35951
ID551615369,4 Kelvin Gr,2,h,944000.0,12/06/2016,1.0,1.0,185.0,119.0,-37.76300000000001,145.0025
ID624965681,27 Holloway Cl,3,h,455000.0,17/06/2017,1.0,6.0,639.0,29.0,-37.562909999999995,144.72848
ID126553935,19 Davey Rd,3,h,1160000.0,27/05/2017,2.0,1.0,1125.0,64.0,-37.71541,145.11666
ID637847200,2/3 Rotherwood Rd,2,u,535000.0,3/06/2017,1.0,1.0,0.0,89.0,-37.77127,145.0499
ID454799435,36 Meek St,3,h,2140000.0,8/04/2017,2.0,2.0,393.0,139.0,-37.902,144.9922
ID282054180,50 Bedford St,3,h,770000.0,4/03/2017,2.0,1.0,0.0,54.0,-37.7203,144.8755
ID342977832,55 Alpine Gr,3,h,980000.0,19/08/2017,1.0,1.0,546.0,69.0,-37.72208,144.93714
ID788400785,66 Clyde St,2,h,1365000.0,26/07/2016,1.0,1.0,361.0,109.0,-37.8646,144.98
ID252881965,9 Ernst St,3,h,1474000.0,22/08/2016,2.0,2.0,753.0,12.0,-37.7753,145.1114
ID782479560,706/30 St Andrews Pl,2,u,1400000.0,8/10/2016,2.0,1.0,0.0,129.0,-37.8118,144.9762
ID875179723,41 Helston St,4,h,1900000.0,22/08/2016,2.0,4.0,587.0,59.0,-37.7841,145.0953
ID338276970,2/125 Locksley Rd,2,u,430000.0,3/12/2016,1.0,1.0,0.0,49.0,-37.7662,145.0516
ID776983966,18 Glen Rd,3,h,1665000.0,15/10/2016,2.0,3.0,702.0,74.0,-37.8737,145.0695
ID619203791,48 Hamilton St,4,h,1502000.0,26/08/2017,3.0,1.0,934.0,5.0,-37.80898,144.88701
ID461360731,18c High St,3,t,746000.0,15/10/2016,2.0,2.0,118.0,6.0,-37.7863,145.106
ID677158441,12 Burns Ct,3,h,659500.0,17/09/2016,1.0,1.0,608.0,64.0,-37.7361,145.0551
ID723337747,282 Cumberland Rd,3,h,750000.0,18/03/2017,2.0,2.0,540.0,20.0,-37.7174,144.941
ID321669246,11/17 Myamyn St,2,u,3625000.0,4/06/2016,2.0,2.0,0.0,13.0,-37.8555,145.0291
ID245581190,255 Coppin St,3,h,1275000.0,8/10/2016,1.0,2.0,204.0,119.0,-37.8285,145.0022
ID193872848,22b Essex Rd,4,h,2200000.0,7/05/2016,2.0,2.0,734.0,99.0,-37.8286,145.092
ID781246374,11 Arden Ct,4,h,2162000.0,3/06/2017,2.0,3.0,794.0,69.0,-37.79172,145.05863
ID142963848,8 Sydenham St,3,h,1600000.0,27/05/2017,2.0,3.0,598.0,59.0,-37.95357,145.02651
ID368045642,20 Westgarth St,2,h,1315000.0,18/03/2017,1.0,0.0,141.0,129.0,-37.7946,144.9765
ID428172237,18 Belgrave St,3,h,1750000.0,24/06/2017,2.0,0.0,234.0,19.0,-37.82839,145.04086
ID159166296,123 Barkly St,4,h,1280000.0,10/12/2016,2.0,0.0,161.0,129.0,-37.7772,144.9723
ID306620890,1/8 Louise St,2,u,712000.0,20/05/2017,1.0,1.0,36.0,49.0,-37.7926,145.0019
ID746817956,7 Dalton Pl,3,h,680000.0,3/09/2017,1.0,2.0,300.0,59.0,-37.68416,144.8895
ID895727293,13 George St,3,h,960000.0,6/05/2017,1.0,2.0,626.0,69.0,-37.7421,144.8851
ID526060115,75 Normanby Rd,4,h,1925000.0,12/08/2017,2.0,2.0,494.0,119.0,-37.87206,145.03512
ID265665598,1/164 Barkers Rd,3,t,1200000.0,15/07/2017,2.0,2.0,1089.0,49.0,-37.81432,145.03221000000005
ID660816366,3/11 Martell St,2,u,310000.0,17/06/2017,1.0,1.0,171.0,11.0,-37.68489,144.9212
ID598414087,1/5 Glover St,3,h,590000.0,17/06/2017,1.0,2.0,290.0,69.0,-37.7368,145.05048
ID933440630,27 Buckingham Cr,3,h,551000.0,8/07/2017,1.0,2.0,613.0,45.0,-37.80046,144.82676
ID297120181,205/15 Pickles St,2,u,600000.0,29/04/2017,1.0,1.0,0.0,14.0,-37.8443,144.9442
ID992669114,2/6 Culma St,2,u,812000.0,18/06/2016,1.0,1.0,0.0,24.0,-37.8924,145.0409
ID814928793,14 Noga Av,3,h,840000.0,15/07/2017,1.0,2.0,575.0,49.0,-37.743159999999996,144.87894
ID538595457,1 Newry St,2,h,1220000.0,18/06/2016,1.0,2.0,198.0,6.0,-37.8244,145.0046
ID691850747,30 Astley St,4,h,1050000.0,27/05/2017,2.0,1.0,973.0,16.0,-37.72082,145.12027
ID144044125,72 Anderson Rd,3,h,595999.0,16/07/2016,1.0,1.0,750.0,69.0,-37.7892,144.827
ID660834891,1/12 Grenville St,2,u,860000.0,29/04/2017,1.0,1.0,90.0,57.0,-37.9354,144.9994
ID777533611,26 Tarago Cr,3,h,950000.0,26/08/2017,2.0,2.0,535.0,49.0,-37.94122,145.10924
ID763444111,9 Cook St,3,h,981000.0,4/06/2016,3.0,2.0,626.0,3.0,-37.76,145.0326
ID441212580,39 Bentley St,3,h,1755000.0,12/11/2016,2.0,2.0,808.0,49.0,-37.832,145.11
ID595709990,87 Elizabeth St,3,h,1002500.0,14/05/2016,1.0,2.0,501.0,49.0,-37.8356,144.8785
ID842342988,17 Prospect St,3,h,880000.0,27/06/2016,2.0,2.0,588.0,59.0,-37.7283,144.9356
ID943802768,2 Boyd St,2,h,2905000.0,3/06/2017,1.0,1.0,254.0,59.0,-37.84583,144.95658
ID589490042,522 Waterdale Rd,2,h,526000.0,27/06/2016,1.0,1.0,310.0,25.0,-37.7389,145.0486
ID851999719,4/3 Brookfield Ct,1,u,430000.0,25/02/2017,1.0,1.0,2276.0,69.0,-37.8343,145.0547
ID579585862,4 Muriel St,2,h,1007000.0,27/06/2016,1.0,1.0,646.0,69.0,-37.7433,144.891
